Company,Job,Type,Salary,Link
RECRUITFLASH PTE. LTD.,Senior Software Engineer / Senior Software Developer (.NET | C# | C Programing / Web API | ASP.Net),Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-senior-software-developer-recruitflash-ddaca2c8139c1fe283246f6c5dac4db9?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer / Senior Software Developer (.NET | C# | C Programing / Web API | ASP.Net),Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-senior-software-developer-recruitflash-beb46e257a34387487c65d4d811441d7?source=MCF&event=Search
SECUREAGE TECHNOLOGY PTE. LTD.,Junior Site Reliabiity Engineer,Permanent ...,"$4,500to$6,000",https://www.mycareersfuture.gov.sg/job/information-technology/junior-site-reliabiity-engineer-secureage-technology-41be1a8586fff9754abad5d3c5c47777?source=MCF&event=Search
ANACLE SYSTEMS LIMITED,DevOps Engineer,Permanent,"$4,500to$7,000",https://www.mycareersfuture.gov.sg/job/engineering/devops-engineer-anacle-systems-d6e9db004a8c2e12889916d42f89bf87?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Business Development (Software),Permanent,"$3,500to$4,500",https://www.mycareersfuture.gov.sg/job/information-technology/business-development-talent-trader-group-d989c8520bb0d372e5d72bb717b8efce?source=MCF&event=Search
TALENTSIS PTE. LTD.,"Senior / Embedded Software Engineer (C / C++), Permanent Role",Permanent ...,"$5,600to$6,500",https://www.mycareersfuture.gov.sg/job/information-technology/senior-embedded-software-engineer-permanent-role-talentsis-d9429d17c5d183ab6e8bc0ba37260ec1?source=MCF&event=Search
TALENTSIS PTE. LTD.,Junior / Senior Software Engineer C / C++ (Permanent Roles),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/junior-senior-software-engineer-c-c-talentsis-d6644bc18bb866a2d9a1b96b71b88ede?source=MCF&event=Search
RK RECRUITMENT PTE. LTD.,Senior Vision Software Engineer (Equipment Manufacturer) - Ref: 930,Permanent ...,"$5,000to$7,000",https://www.mycareersfuture.gov.sg/job/information-technology/senior-vision-software-engineer-ref-930-rk-recruitment-893459fef058e4c2f6e3687e46382a0b?source=MCF&event=Search
MAESTRO HUMAN RESOURCE PTE. LTD.,Software Architect (AMK),Permanent ...,"$6,000to$10,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-architect-maestro-human-resource-76afd0d28dc05e717f1d716d3e05af3a?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JCOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-6ec2ddf7f452bc97fdc7f45efc40b472?source=MCF&event=Search
RECRUIT EXPERT PTE. LTD.,"Software Engineer (Computer Vision / Vision Inspection, C++)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-recruit-expert-5a081eb48fbc35d7d52fdfb44536f3ba?source=MCF&event=Search
EXECUTIVE SEARCH PRIVATE LIMITED,Software Engineer- Electronics Industry,Permanent ...,"$4,000to$6,000",https://www.mycareersfuture.gov.sg/job/design/software-engineer-electronics-industry-executive-search-e993440ca6d5318a36c1970d2cd3794b?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer – System Design & Implementation,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-e70a40daed99705313f19eb355b46ec3?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior / Software Engineer (MNCs) Good Pay + Good Bonus,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-good-pay-good-bonus-recruitflash-30536cb112df6fc64ff8cda2175a4345?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,7506 - Software Engineer / Full Stack Developer,Permanent ...,"$4,500to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/7506-software-engineer-full-stack-developer-supreme-hr-advisory-f9ade776c06785675c0297c37a7b7387?source=MCF&event=Search
TALENTSIS PTE. LTD.,Software Engineer (C / C++) (Perm),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-talentsis-358872f4753781538d3b581bbb605eb9?source=MCF&event=Search
ACCEO PTE. LTD.,Software Control Engineer (Manufacturing) – East,Permanent ...,"$2,500to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-control-engineer-%E2%80%93-east-acceo-f09bf078ee59852f47aafb1298203907?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Java Software Engineer (C# / Java) Project Leader X3,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-java-software-engineer-project-leader-x3-recruitflash-9776a7d48078a360843cfbc650e6ea18?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Software Engineer ( Microsoft | Operating system | 5 days | Central ),Permanent,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-ea-recruitment-505f9d11be903e9d9543c1de75b40d6f?source=MCF&event=Search
TALENTSIS PTE. LTD.,"Software Engineer (C,C+, Java, Javascript)",Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineer-talentsis-c13a1984b5b069279ae16eff0ce63cd7?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Business Development (Software),Permanent ...,"$3,500to$4,500",https://www.mycareersfuture.gov.sg/job/information-technology/business-development-talent-trader-group-d67d69af2b1303ac1be27c91e753407f?source=MCF&event=Search
TALENTSIS PTE. LTD.,Junior / Senior Software Engineer C / C++ (Perm Roles),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/junior-senior-software-engineer-c-c-talentsis-c2abb4fac840acebee0a6d27f3bdc0d5?source=MCF&event=Search
MMI SYSTEMS PTE LTD,Vision Development Engineer,Permanent,"$3,800to$5,500",https://www.mycareersfuture.gov.sg/job/design/vision-development-engineer-mmi-systems-228a1de49b9011f8185cb72e02838c45?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Engineer (Equipment / Semiconductor / Manufacturing, North)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-x-talents-85535b5ca6a5b1588dea5168753f31f6?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer / Senior Software Developer (.NET | C# | C Programing / Web API | ASP.Net),Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-senior-software-developer-recruitflash-3a3d403663a8664afc4a35417512d267?source=MCF&event=Search
ENVIRODYNAMICS SOLUTIONS PTE. LTD.,Embedded Firmware Engineer,Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/manufacturing/embedded-firmware-engineer-envirodynamics-solutions-ba8b665461b1118c398c1d525a35fcfd?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JCOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-0a7d5a3b64af7e0a833da6ac4d0bb19d?source=MCF&event=Search
RGF TALENT SOLUTIONS SINGAPORE PTE. LTD.,MES / CIM Application / Software Engineer,Permanent ...,"$7,000to$7,500",https://www.mycareersfuture.gov.sg/job/information-technology/mes-cim-application-software-engineer-rgf-talent-solutions-singapore-5203dd3722678ed6e74760264fa9a4d0?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-09e61cae17345b18ed9e632ad09f5c09?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Engineer (Equipment / Semiconductor / Manufacturing, North)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-x-talents-7c2f494d5797b88b9448e264fc5df30b?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-35947f3dce0ab52940aaa125c7361034?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(JOR) Software Application Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-jurong-island-recruit-lync-e7b36ee168cdb18ea867ad5194d2ea4c?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer / Software Engineer / Senior .NET Developer / . Net Project Leader,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-software-engineer-senior-net-developer-net-project-leader-recruitflash-12e96cdad2b1ae692a96109d50b44eef?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer / Software Engineer / Senior .NET Developer / . Net Project Leader,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-software-engineer-senior-net-developer-net-project-leader-recruitflash-e4d0fd8030987a58c8e7a21100dfaa34?source=MCF&event=Search
OAKTREE CONSULTING,IT Consultant (Software Application Development) $4K to $5K - JC,Permanent ...,"$4,000to$5,000",https://www.mycareersfuture.gov.sg/job/consulting/consultant-4k-5k-jc-oaktree-consulting-588dfbcc54cb88d3853b9b0820fcacf3?source=MCF&event=Search
TALENTSIS PTE. LTD.,Embedded Software Engineer (Open to Fresh Graduates),Permanent ...,"$4,000to$6,500",https://www.mycareersfuture.gov.sg/job/information-technology/embedded-software-engineer-talentsis-411eebc877cb5c6d5ebbe9240d86b765?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer (Java) Senior / Junior / Project Leader X3,Permanent ...,"$5,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-senior-junior-project-leader-x3-recruitflash-f1faca832c5d67bbd6b90b8d8a1983ec?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Software Engineer (Vision / C Programming / North / 5 Days),Permanent ...,"$4,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-ea-recruitment-6b5d54c3044f9bf7179dd99157c71171?source=MCF&event=Search
TALENTSIS PTE. LTD.,Software Engineers (Fresh Grad / Junior / Senior),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineers-talentsis-9e758cd2ea7097d1217d87d76bafbe3b?source=MCF&event=Search
TALENTSIS PTE. LTD.,Software Engineers ( / Junior / Senior),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/software-engineers-talentsis-34899037eee296a9c186279bb2a3897f?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Software Engineer (Machine Vision / C++ Programming / North / 5 Days),Permanent ...,"$4,000to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-ea-recruitment-09354cf58e8a958cc3af1d36f34eb7dc?source=MCF&event=Search
TALENTSIS PTE. LTD.,Junior / Senior Embedded Software Engineer (C / C++) (Perm),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/junior-senior-embedded-software-engineer-talentsis-3b339ede7f8b204c2b086632ed8a3149?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer – System Design & Implementation,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-4a2b2bd0a9a8311aae84537c8ea5940b?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer – System Design & Implementation,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-17c45eb0b106a3440553267e2ca4ad39?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Software Engineer (C | C++ Programming) – Woodlands | Training Provided,Permanent ...,"$3,500to$5,500",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-%E2%80%93-woodlands-training-provided-ea-recruitment-aa710fb33af54158a8dfe34f8e787f3f?source=MCF&event=Search
TEMPSERV PTE. LTD.,IT Support Engineer (Data Center) / 12 hour rotating shift,Permanent ...,"$2,800to$3,500",https://www.mycareersfuture.gov.sg/job/engineering/support-engineer-12-hour-rotating-shift-tempserv-4ed10fe3425552cfe3d151ae3c8803cf?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Electrical Engineer / SCADA Project Engineer (Maintenance) EMS / DMS SCADA project / MNC / ( Junior / Entry level / Senior ) X3 Opening / MNC,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/electrical-engineer-scada-project-engineer-ems-dms-scada-project-mnc-x3-opening-mnc-recruitflash-bf36f82d93e10aebd2e5204965962efc?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Electrical Engineer / SCADA Project Engineer (Maintenance) EMS / DMS SCADA project / MNC / ( Junior / Entry level / Senior ) X3 Opening / MNC,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/electrical-engineer-scada-project-engineer-ems-dms-scada-project-mnc-x3-opening-mnc-recruitflash-0718a031b4e09f8d72dd1fc6db0c455f?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Design Engineer (Equipment / Semiconductor / Manufacturing, North)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-design-engineer-x-talents-3032a31083ca254da384bd5b957a1ac2?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer – System Design & Implementation,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-b0c657b4cca70dfda9f92b0955b78a1d?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer – System Design & Implementation,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-%E2%80%93-system-design-implementation-recruitflash-50dc24a956cfc842ea62cc9bca14d664?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Electrical Engineer / SCADA Project Engineer (Maintenance) EMS / DMS SCADA project / MNC / ( Junior / Entry level / Senior ) X3 Opening / MNC,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/electrical-engineer-scada-project-engineer-ems-dms-scada-project-mnc-x3-opening-mnc-recruitflash-609aa9acf69b23a7f01222c06702c2dc?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Engineer (Equipment / Semiconductor / Manufacturing, North)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-x-talents-aaabfc92cdace75ce2033fb4ccfdd315?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Design Engineer (Equipment / Semiconductor / Manufacturing, North)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-design-engineer-x-talents-078fa3e423a97ce0047e315f33dc6906?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Electrical Engineer / SCADA Project Engineer (Maintenance) EMS / DMS SCADA project / MNC / ( Junior / Entry level / Senior ) X3 Opening / MNC,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/electrical-engineer-scada-project-engineer-ems-dms-scada-project-mnc-x3-opening-mnc-recruitflash-56972587ab64cf6b06f0b625a5bbfc84?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Application Engineer (.net / West / Manufacturing, Semiconductor, Equipment)",Permanent,"$2,000to$4,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-x-talents-e28661e79e04cbaeb3111cab17497891?source=MCF&event=Search
APPLIED MATERIALS SOUTH EAST ASIA PTE. LTD.,Manufacturing Engineer (CCP),Permanent ...,"$2,700to$5,400",https://www.mycareersfuture.gov.sg/job/engineering/manufacturing-engineer-applied-materials-south-east-asia-62907662dd3e5799407a1d41e0d85411?source=MCF&event=Search
TALENTSIS PTE. LTD.,Embedded Software Engineers (C / C++),Permanent ...,"$5,000to$6,500",https://www.mycareersfuture.gov.sg/job/information-technology/embedded-software-engineers-talentsis-bc188c0711f33434c389293b61e30792?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Assistant Engineers / Engineers - Maintenance,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/assistant-engineers-engineers-maintenance-recruitflash-d61199310ca7384d51d28ffffa6a9ad3?source=MCF&event=Search
ACCEO PTE. LTD.,"Senior, Automation / Software Engineer - East",Permanent ...,"$2,500to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-automation-software-engineer-east-acceo-34e8a917fe7e5ecc1953412d1c8ea564?source=MCF&event=Search
OAKTREE CONSULTING,"System Engineer(Ang Mo Kio, Shift Work)",Permanent ...,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/banking-finance/system-engineer-oaktree-consulting-3e4f53e53d3ea7b0fac7bac2be44de58?source=MCF&event=Search
AGRIDENCE PTE. LTD.,Front End Engineer,Permanent ...,"$4,500to$9,000",https://www.mycareersfuture.gov.sg/job/engineering/front-end-engineer-agridence-285e6fd8695bdbf73bd87530f001be1d?source=MCF&event=Search
RECRUIT EXPERT PTE. LTD.,"Software Engineer (Computer Vision / Vision Inspection, C++)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-recruit-expert-0994d1ed8134a7d7ef012cef29d5dd8f?source=MCF&event=Search
HOPE TECHNIK PTE. LTD.,Systems Engineer Team Lead,Permanent ...,"$6,000to$7,500",https://www.mycareersfuture.gov.sg/job/engineering/systems-engineer-team-lead-hope-technik-d35bdf16b51b2b22409c12afdb7645a1?source=MCF&event=Search
TALENTSIS PTE. LTD.,Fresh Grad / Junior / Senior Embedded Software Engineer (C / C++) (Perm),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/fresh-grad-junior-senior-embedded-software-engineer-talentsis-a501d6ec9d114937e1925c65953b0591?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Design Engineer (Equipment / Semiconductor / Manufacturing, North)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-design-engineer-x-talents-aae354a42c42914980af2f423409071f?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer / Senior Software Developer (.NET | C# | C Programing / Web API | ASP.Net),Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-senior-software-developer-recruitflash-3048793cd6197bccdbad355a116f6fac?source=MCF&event=Search
RECRUIT EXPERT PTE. LTD.,"Software Engineer (Computer Vision / Vision Inspection, C++)",Permanent,"$3,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/software-engineer-recruit-expert-1af39dc5c5ea409f92fe4e501d187445?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior .NET Developer / Senior Dot Net Software Engineer (Perm / Good Bonus,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-net-developer-senior-dot-net-software-engineer-perm-good-bonus-recruitflash-ee744a89219af8fe39afbdeb2e0e908d?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,PLC Software Engineer - 9028,Permanent ...,"$3,700to$4,000",https://www.mycareersfuture.gov.sg/job/engineering/plc-software-engineer-9028-supreme-hr-advisory-a6ac33338cde5095b1ddbd9f08998ca4?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,6723 - Vision Development Engineer,Permanent ...,"$3,000to$4,800",https://www.mycareersfuture.gov.sg/job/engineering/6723-vision-development-engineer-supreme-hr-advisory-630b6bb1f79f70c4f4d8e6a0a04ca222?source=MCF&event=Search
TALENTSIS PTE. LTD.,Fresh Grad / Junior / Senior Embedded Software Engineer (C / C++) (Perm),Permanent ...,"$4,200to$5,500",https://www.mycareersfuture.gov.sg/job/information-technology/fresh-grad-junior-senior-embedded-software-engineer-talentsis-09cd442790233661cb605acc20421f85?source=MCF&event=Search
COMBUILDER PTE LTD,Hardware Engineer (1 year extendable contract),Permanent ...,"$3,200to$4,000",https://www.mycareersfuture.gov.sg/job/engineering/hardware-engineer-combuilder-7ee324cd779723dc653ac806fdc8cc65?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Application Engineer (.net / West / Manufacturing, Semiconductor, Equipment)",Permanent,"$2,000to$4,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-x-talents-e6a5fd5e027a7d3f82e2bd5a66d4f403?source=MCF&event=Search
X TALENTS PTE. LTD.,"Software Application Engineer (.net / West / Manufacturing, Semiconductor, Equipment)",Permanent,"$2,000to$4,000",https://www.mycareersfuture.gov.sg/job/engineering/software-application-engineer-x-talents-301d16b596f8cd79680e9180bfc72c2a?source=MCF&event=Search
THE SUPREME HR ADVISORY PTE. LTD.,Vision Development Engineer | Kaki Bukit | 0707,Permanent ...,"$3,000to$4,800",https://www.mycareersfuture.gov.sg/job/engineering/vision-development-engineer-kaki-bukit-0707-supreme-hr-advisory-3aade0b3a56f9c43cfecb1c759e21a19?source=MCF&event=Search
BRT SYSTEMS PTE. LTD.,Product Test Development Engineer,Permanent ...,"$4,000to$6,000",https://www.mycareersfuture.gov.sg/job/engineering/product-test-development-engineer-brt-systems-cf3532ea74dfdeada456cf0db3c0cf74?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Assistant Engineers / Engineers - Maintenance,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/assistant-engineers-engineers-maintenance-recruitflash-ac26c0a411b8de5bcec164f273c0d764?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Assistant Engineers / Engineers - Maintenance,Permanent ...,"$4,000to$8,000",https://www.mycareersfuture.gov.sg/job/engineering/assistant-engineers-engineers-maintenance-recruitflash-55a7505333d60f68c4b052e8647e6339?source=MCF&event=Search
RANDSTAD PTE. LIMITED,Software / QA Test Engineer - (Functional / Automation),Permanent,"$6,000to$10,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-qa-test-engineer--randstad-53ec2b6e292980097e84820e0e1737d3?source=MCF&event=Search
ST ENGINEERING URBAN SOLUTIONS LTD.,"Principal Engineer, Software Development (Digital BSS)",Permanent ...,"$5,000to$7,500",https://www.mycareersfuture.gov.sg/job/information-technology/principal-engineer-software-development-st-engineering-urban-solutions-4f83175210eba591f7bbf60afe3dc226?source=MCF&event=Search
RANDSTAD PTE. LIMITED,"Backend Developer / Engineer – Java , Spring, MySql and Microservice",Permanent,"$6,000to$8,000",https://www.mycareersfuture.gov.sg/job/information-technology/backend-developer-engineer-%E2%80%93-java-spring-mysql-microservice-randstad-a3f794da537bd7ba3f5e4484b7a5bc2b?source=MCF&event=Search
WARTSILA SINGAPORE PTE. LTD.,"Systems Engineer, ANCS",Permanent,"$3,600to$4,800",https://www.mycareersfuture.gov.sg/job/engineering/systems-engineer-ancs-wartsila-singapore-8685a3d3f99a53e2c2939fb2f728960b?source=MCF&event=Search
SINGAPORE AIRLINES LIMITED,Information Technology - Senior Data Engineer (Platform Engineering Track),Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/information-technology/information-technology-senior-data-engineer-singapore-airlines-f52b87d384afb10094b07f881ddad709?source=MCF&event=Search
TP-LINK CORPORATION PTE. LTD.,Cloud Backend Development Engineer (Infrastructure),Permanent ...,"$4,000to$7,000",https://www.mycareersfuture.gov.sg/job/information-technology/cloud-backend-development-engineer-tp-link-corporation-c26e41a73f679fc571fc1d63e0210840?source=MCF&event=Search
ACCEO PTE. LTD.,Automation Control Engineer (Software / Manufacturing / East),Permanent ...,"$2,500to$5,000",https://www.mycareersfuture.gov.sg/job/engineering/automation-control-engineer-acceo-45a920bf7f3a8836313e7914cd366b8e?source=MCF&event=Search
RECRUIT LYNC PTE. LTD.,(W) Software Application Engineer / Applications Development Engineer - Jurong Island,Permanent ...,"$3,000to$5,000",https://www.mycareersfuture.gov.sg/job/information-technology/software-application-engineer-applications-development-engineer-jurong-island-recruit-lync-698f6fe8841547766239f2e3879e96f7?source=MCF&event=Search
RECRUITFLASH PTE. LTD.,Senior Software Engineer / Senior Software Developer (.NET | C# | C Programing / Web API | ASP.Net) Good Pay + Good Bonus ( 5 Days Work Week ) Junior / Entry Level / No experience,Permanent ...,"$5,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/senior-software-engineer-senior-software-developer-good-pay-good-bonus-junior-entry-level-experience-recruitflash-843c5ca7f9daabfc98e845e7b9ba5baa?source=MCF&event=Search
BREADTALK GROUP PTE. LTD.,Data Engineer,Permanent ...,"$6,000to$9,000",https://www.mycareersfuture.gov.sg/job/information-technology/data-engineer-breadtalk-group-7f60786a18995987f28c336f5aab9e87?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Application Engineer (Software Development| Application Optimization| IT| Central ),Permanent ...,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/engineering/application-engineer-ea-recruitment-abf6a11a0d64a7dee8dd955168edb153?source=MCF&event=Search
EA RECRUITMENT PTE. LTD.,Application Engineer (Software | IT | Develop| Central ),Permanent,"$3,000to$4,500",https://www.mycareersfuture.gov.sg/job/engineering/application-engineer-ea-recruitment-4cfb47eb742b8a5ef299b11cbb8c1750?source=MCF&event=Search
RANDSTAD PTE. LIMITED,"Solutions Engineer (Python / NodeJS, healthcare)",Permanent ...,"$5,000to$7,000",https://www.mycareersfuture.gov.sg/job/information-technology/solutions-engineer-randstad-b88ce399af078d456e19a6def4b9cfa1?source=MCF&event=Search
DADACONSULTANTS PTE. LTD.,Devops / DBA / SRE engineer (3 yoe / internet / telcommunications),Permanent ...,"$6,000to$10,000",https://www.mycareersfuture.gov.sg/job/engineering/devops-dba-sre-engineer-dadaconsultants-598b557f1c09afdd2c2138b0fcb49261?source=MCF&event=Search
SEVENTH SENSE ARTIFICIAL INTELLIGENCE PRIVATE LIMITED,Full Stack Engineer,Permanent ...,"$4,500to$8,000",https://www.mycareersfuture.gov.sg/job/information-technology/full-stack-engineer-seventh-sense-artificial-intelligence-3f81d86ccccb555bbdbc11bc074a30e7?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,IT Engineering Assistant (Software Application),Permanent ...,"$2,500to$3,150",https://www.mycareersfuture.gov.sg/job/information-technology/engineering-assistant-gmp-technologies-d64c7012ffb4e5044bc21241d470c369?source=MCF&event=Search
GMP TECHNOLOGIES (S) PTE LTD,IT Engineering Assistant - Software Application (Perm / West),Permanent ...,"$2,500to$3,000",https://www.mycareersfuture.gov.sg/job/information-technology/engineering-assistant-software-application-gmp-technologies-80544a2a4b18c15986c739cde596d949?source=MCF&event=Search
RK RECRUITMENT PTE. LTD.,Systems Integration Engineer (Software / Hardware / Network / Server) - Ref: 930,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/information-technology/systems-integration-engineer-ref-930-rk-recruitment-1a27fe2bbcf5f8ec2168aface5652cb8?source=MCF&event=Search
TALENT TRADER GROUP PTE. LTD.,Design Engineer (AutoCAD Software / Revit) #URGENT,Permanent ...,"$3,000to$4,000",https://www.mycareersfuture.gov.sg/job/design/design-engineer-urgent-talent-trader-group-b2511e7a91b1f89924d32da23d4e411f?source=MCF&event=Search
